Longitude,Latitude,Site Name,Trinomial,Assay No.,Provenience (if known),Feature Type (if any),Material,Taxa dated,Status ,Human,Age,Error,Corrected/Raw,Normalized 14C age,Normalized age error,Delta 13C,Delta 13C source,Raw/Measured Age,� Raw/Measured Age,AMS or Radiometric,Comments,Reference,pdf,Easting,Northing,UTM,Datum,Zone,Region,northing, easting, zone,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 028400,Burial 112,Burial,Bone Collagen,Homo sp,1B,Yes,2566,28,Corrected,2566,28,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-98.18,28.52,Loma Sandia,41LK28,Beta-13071,"Feature 134, Area A, N22-24 W6-8, L.14-L.15", ,Wood charcoal, ,1A,No,2570,60,Raw,0,0,0, ,2570,60, ,Corrected age not given,"Taylor, Anna Jean, Highley, Cheryl Lynn, 1995, Acheological Investigations at the Loma Sandia Site (41LK28) A Prehistoric Cemetery and Campsite in Live Oak County, Texas, Volume 2, Studies in Archeology 20, Texas Archeological Research Laboratory, The Un",Taylor1995,580400,3154909,14,NAD 83,Riverine,TCP,3154909,580400,14,,
-99.15,26.68,Site 41ZP364,41ZP364,Beta-110797,"BT-11 (47); TP 29, Depth 47cm",Hearth,Charcoal,"Wood, Mesquite, Prosopis glandulosa",1A,No,2570,60,Corrected,2570,60,-13.3,Measured,2400,40,AMS,Sample # 41ZP364-380-4, Note: Measured in accelerator and is in error. Direct C13/C12 ratio analysis resulted in value of -23.5% (average two runs). A second date run on the remaining sample yeilded a conventional C14 age of 2570 + 60 with a C13/C12 rati,"2000, Quigg and Cordova; Data Recovery at 41ZP364: An Upland Campsite at Falcon Resevoir, Zapata County, Texas.","Quigg, 2000.pdf",485268,2950502,14,NAD 83,Inland,TCP,2950502,485268,14,
-98.46,29.33,,41BX256,Beta-331103,TU10 L3 Lot # 133.02 ,,charred material,,1A,No,2570,30,Corrected,2570,30,-24.5,,2560,,,,,,552750,3244313,14,NAD 83,Inland,CTx,3244313,552750,14,,
-98.8,29.65,Jonas Terrace Site,41ME29,Beta-62338,"South Block (3F), Stratum 4", ,charcoal, ,1A,No,2570,60,Corrected,2570,60,-25.8,measured,2580,60,Radiometric, ,"Johnson, LeRoy; 1995; Past Cultures and Climates at the Jonas Terrace Site, 41ME29 of Medina County, Texas; Office of the State Archaeologist, Report 40; Texas Department of Transportation and Texas Historical Commision","LeRoy, 1995.pdf",518920,3279533,14,NAD 83,Inland,CTx,3279533,518920,14,,
-98.37,28.76,San Miguel Mine,41AT232,Beta-233440,"Area A, Feature 1, Unit 5", ,Charred material, ,1A,No,2580,40,Corrected,2580,40,-24.6,Measured,0,0,AMS,No raw age info provided,"Turpin, Jeff, et. al., 2007, Testing of Four Prehistoric Sites in Area C, San Miguel Mine Atascosa County, Texas, Cultural Resources Report 24, TAS, Inc.",Turpin 2007,561612,3181845,14,NAD 83,Inland,TCP,3181845,561612,14,,
-95.95,29.67,Bowser Site,41FB3,I-16513, ,burial,Bone?,Human,1B,Yes,2580,130,Corrected,2580,130,0, ,0,0, ,Not clearly stated is human bone,"Patterson, Leland; 1999; Additional Data for the Bowser Site, 41FB3, Fort Bend Co., Texas; Journal Houston Archeological Society, Number 123","Patterson, 2002, Additional Data for the Bowser Site",214714,3286300,15,NAD 83,Riverine,TCP,3286300,214714,15,,
-99.23,30.76,,41MS99,Beta-417725,Feature 24,,Charcoal,,1A,No,2580,30,Corrected,2580,30,,,2620,30,AMS,,,,477784,3402563,14,NAD 83,Inland,CTx,3402563,477784,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 028397,Burial 145,Burial,Bone Collagen,Homo sp,1B,Yes,2581,27,Corrected,2581,27,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-99.62,30.25,Bering Sinkhole,41KR241,D-AMS 035508,"Zone/Unit I (1), Unit H, Analytical level I-24, Lot 329 ",,Bone Collagen,Homo sp,1B,Yes,2584,28,Corrected,2584,28,,,,,AMS,,Mauldin database,,439943,3346433,14,NAD 83,Inland,CTx,3346433,439943,14,,
-98.46,29.33,,41BX256,D-AMS 008486,"Fea 33, Sample 3 TU15",,assume C3,,1A,No,2588,26,Corrected,2588,26,-24.1,,2595,,,,,,552750,3244313,14,NAD 83,Inland,CTx,3244313,552750,14,,
-98.37,28.76,The Kezar Site,41AT232,B233440,Testing feature 1, ,Charcoal, ,1A,No,2590,40,Corrected,2590,40,0, ,0,0, ,No raw age info provided,"Turpin, Jeff, et. al., 2009, Data Recovery at 41AT232, The Kezar Site, Area C, San Miguel Mine, Atascosa County, Texas, Cultural Resources Report 27, TAS, Inc.",Turpin 2009,561612,3181845,14,NAD 83,Inland,TCP,3181845,561612,14,,
-97.3,29.31, ,41DW277,Beta-302687,"Lot 220, Unit 25, Level 3, 120-130 cm below surface", ,Charcoal,Charcoal,1A,No,2590,30,Corrected,2590,30,-23.8,measured,0,0,AMS, ,"Bonine, Mindy et. al., 2013, Changing Lifeways Along the Guadalupe Basin in South Texas, The Results of National Register Testing of a Stratified Multicomponent Prehistoric Site, 41DW277, Dewitt County, Texas, Texas Department of Transportation Environme",Bonine 2013,664779,3243975,14,NAD 83,Riverine,TCP,3243975,664779,14,,
-97.85,31.25,,41CV389,BETA-273974,"Unit #N1005/E1036, Feature #5, Depth 99.43 - 99.20cm",HEARTH,CHARCOAL,,1A,No,2590,40,Corrected,2590,40,-26.5,measured,,,AMS,,Fort Hood Database,,609866,3457537,14,NAD 83,Inland,CTx,3457537,609866,14,,
-97.69,30.63,Siren Site,41WM1126,Beta-215920,Feature 8,,Wood Charcoal,Quercus,1A,No,2590,40,Corrected,2590,40,-25.3,measured,2590,40,AMS,,"Carpenter and Houk, 2012; ""Siren Site Chronology: A Reconsideration of the Late Archaic to Late Prehistoric Temporal Sequence of Eastern Central Texas."" Bulletin of the Texas Archeological Society, Vol. 83/2012.",Carpenter 2012.pdf ,625450,3388846,14,NAD 83,Inland,CTx,3388846,625450,14,,
-97.69,30.63,Siren Site,41WM1126,Beta-250562,Feature 8,,Wood Charcoal,Quercus,1A,No,2590,40,Corrected,2590,40,-24.5,measured,2580,40,AMS,,"Carpenter and Houk, 2012; ""Siren Site Chronology: A Reconsideration of the Late Archaic to Late Prehistoric Temporal Sequence of Eastern Central Texas."" Bulletin of the Texas Archeological Society, Vol. 83/2012.",Carpenter 2012.pdf ,625450,3388846,14,NAD 83,Inland,CTx,3388846,625450,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 034691,Burial 12, ,Bone Collagen,Homo sp,1B,Yes,2593,28,Corrected,2593,28,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-98.25,28.49, ,41LK67,Tx-2909,"Feature 5, Unit N903 E1000", ,Carbonized wood,Acacia sp.,1A,No,2600,70,Raw,0,0,0, ,2600,70,Radiometric,MASCA Correction: 2730,"Hall, Grant D., Black, Stephen L., Graves, Carol, 1982, Archaeological Investigations at Choke Canyon Reservoir, South Texas: The Phase I Findings, Choke Canyon Series: Volume 5, Center for Archaeological Research, The University of Texas at San Antonio",Hall1982,573621,3152185,14,NAD 83,Riverine,TCP,3152185,573621,14,,
-99.53,27.59,Site 41WB416,41WB416,Beta-110684,BHT-2,Hearth,Charcoal, ,1A,No,2600,50,Corrected,2600,50,-26,Measured,0,0,AMS �,No raw age given.,"McCulloch and Warren 1998. A Report on the Limited Nnational Register Testing of Site 41WB416, Laredo, Texas.�",McCulloch and Warren 1998.pdf,447670,3051500,14,NAD 83,Inland,TCP,3051500,447670,14,,
-99.45,27.34,The Boiler Site,41WB557,Beta-155583,"Block North, Unit 143, Depth 99-113cmbs, Feature No. 41", ,BR Organics, ,1A,No,2600,40,Corrected,2600,40,-19.4,Measured,2510,40,AMS,Catalog No. 1674-3-1d.�Beta sheets can be found in primary source.�,"Quigg et al, 2002. The Boiler Site (41WB557): Utilization of an Upland Setting Over the Last 4200 Years, Webb County, Texas.",Quigg 2002.pdf,455935,3024172,14,NAD 83,Inland,TCP,3024172,455935,14,,
-97.69,30.63,Siren Site,41WM1126,Beta-250570,Feature 35,,Unidentified Charred Material,,1A,No,2600,40,Corrected,2600,40,-25.5,measured,2610,40,AMS,,"Carpenter and Houk, 2012; ""Siren Site Chronology: A Reconsideration of the Late Archaic to Late Prehistoric Temporal Sequence of Eastern Central Texas."" Bulletin of the Texas Archeological Society, Vol. 83/2012.",Carpenter 2012.pdf ,625450,3388846,14,NAD 83,Inland,CTx,3388846,625450,14,,
-98.46,29.33,,41BX256,D-AMS 008489,"Fea 33, Sample 8C",,assume C3,,1A,No,2602,24,Corrected,2602,24,-31.2,,2551,,,,,,552750,3244313,14,NAD 83,Inland,CTx,3244313,552750,14,,
-98.46,29.33,,41BX256,D-AMS 008490,"Fea 33, Sample 9B",,assume C3,,1A,No,2602,32,Corrected,2602,32,-36.1,,2510,,,,,,552750,3244313,14,NAD 83,Inland,CTx,3244313,552750,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 029408,Burial No #,Burial,Bone Collagen,Homo sp,1B,Yes,2603,23,Corrected,2603,23,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-94.75,29.83, ,41CH56,UGa-5555, , ,Unknown, ,1A,No,2605,50,Corrected,2605,50,0, ,0,0,Radiometric, ,"Kelly Pertulla database, CARD.  Patterson 1996", ,330492,3300706,15,NAD 83,Coastal,TCP,3300706,330492,15,,
-95.07,29.74,Worthington Site,41HR124,Beta-29096,"Block 4/5/7, Zone 3 (middle)", ,Charcoal, ,1A,No,2610,120,Raw,0,0,0, ,2610,120, ,Corrected age not provided,"Gadus, Eloise F., Margaret Ann Howard; 1990; Hunter-Fisher-Gatherers on the Upper Texas Coast: Archeological Investigations at the Peggy Lake Disposal Area, Harris County, Texas; Reports of Investigations, Number 74; Prewitt and Associates Inc.","Gadus, 1990.pdf",299826,3291355,15,NAD 83,Coastal,TCP,3291355,299826,15,,
-97.84,31.32,,41CV1011,BETA-74469,"Unit #1, Depth 50-60cm",,CHARCOAL,,1A,No,2610,60,Corrected,2610,60,-26.3,measured,,,,,Fort Hood Database,,610538,3465165,14,NAD 83,Inland,CTx,3465165,610538,14,,
-99.62,30.25,Bering Sinkhole,41KR241,Tx-6167,"Unit 1/2, 240cm",,Charcoal,,1A,No,2610,280,Corrected,2610,280,,,,,,No Delta or Raw Age given,"1995, Leland C. Bement. Hunter-Gatherer Mortuary Practices during the Central Texas Archaic.",Bement 1995.htm,439943,3346433,14,NAD 83,Inland,CTx,3346433,439943,14,,
-97.69,30.63,Siren Site,41WM1126,Beta-250574,Feature 41,,Unidentified Charred Material,,1A,No,2610,40,Corrected,2610,40,-25.7,measured,2620,40,AMS,,"Carpenter and Houk, 2012; ""Siren Site Chronology: A Reconsideration of the Late Archaic to Late Prehistoric Temporal Sequence of Eastern Central Texas."" Bulletin of the Texas Archeological Society, Vol. 83/2012.",Carpenter 2012.pdf ,625450,3388846,14,NAD 83,Inland,CTx,3388846,625450,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 028388,Burial 6,Burial,Bone Collagen,Homo sp,1B,Yes,2613,28,Corrected,2613,28,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 029406,Burial 112,Burial,Bone Collagen,Homo sp,1B,Yes,2624,26,Corrected,2624,26,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 029395,Burial 144,Burial,Bone Collagen,Homo sp,1B,Yes,2628,29,Corrected,2628,29,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-96.96,28.66,Buckeye Knoll,41VT98,Beta-191089,"Knoll Top, S12W82, Level 13, Zone 2, lower", ,Bone collagen,"White-tailed Deer, Odocoileus virginianus",1A,No,2630,40,Corrected,2630,40,-20.2,Measured,2550,0,AMS,Sample 41VT98-8,"Ricklis et al 2012; Archaeology and Bioarchaeology of the Buckeye Knoll Site (41VT98), Victoria County, Texas", ,699601,3171554,14,NAD 83,Coastal,TCP,3171554,699601,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 029413,Burial 137,Burial,Bone Collagen,Homo sp,1B,Yes,2633,26,Corrected,2633,26,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 029412,Burial 156,Burial,Bone Collagen,Homo sp,1B,Yes,2638,29,Corrected,2638,29,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-94.73,29.87, ,41CH274,Beta-49772, , ,Unknown, ,1A,No,2640,50,Raw,0,0,0, ,2640,50,Radiometric, ,"Kelly Pertulla database, CARD.  Patterson 1996", ,332490,3305523,15,NAD 83,Coastal,TCP,3305523,332490,15,,
-94.75,29.83, ,41CH56,UGa-5554, , ,Unknown, ,1A,No,2640,50,Corrected,2640,50,0, ,0,0,Radiometric, ,"Kelly Pertulla database, CARD.  Patterson 1996", ,330492,3300706,15,NAD 83,Coastal,TCP,3300706,330492,15,,
-98.18,28.52,Loma Sandia,41LK28,Beta-20419,"Feature 12-R, Area A, N20-22 W0-2, L.16", ,Wood charcoal,Prosopis/ Acacia,1A,No,2640,100,Raw,0,0,0, ,2640,100, ,Corrected age not given,"Taylor, Anna Jean, Highley, Cheryl Lynn, 1995, Acheological Investigations at the Loma Sandia Site (41LK28) A Prehistoric Cemetery and Campsite in Live Oak County, Texas, Volume 2, Studies in Archeology 20, Texas Archeological Research Laboratory, The Un",Taylor1995,580400,3154909,14,NAD 83,Riverine,TCP,3154909,580400,14,,
-98.18,28.52,Loma Sandia,41LK28,Beta-20421,"Feature 13-O, Area A, N22-24 W2-4, L.14-L.18?", ,Wood charcoal,Prosopis/ Acacia,1A,No,2640,90,Raw,0,0,0, ,2640,90, ,Corrected age not given. Also contained Celtis,"Taylor, Anna Jean, Highley, Cheryl Lynn, 1995, Acheological Investigations at the Loma Sandia Site (41LK28) A Prehistoric Cemetery and Campsite in Live Oak County, Texas, Volume 2, Studies in Archeology 20, Texas Archeological Research Laboratory, The Un",Taylor1995,580400,3154909,14,NAD 83,Riverine,TCP,3154909,580400,14,,
-98.37,28.76,The Kezar Site,41AT232,B233439,Testing feature 2, ,Charcoal, ,1A,No,2650,40,Corrected,2650,40,0, ,0,0, ,No raw age info provided,"Turpin, Jeff, et. al., 2009, Data Recovery at 41AT232, The Kezar Site, Area C, San Miguel Mine, Atascosa County, Texas, Cultural Resources Report 27, TAS, Inc.",Turpin 2009,561612,3181845,14,NAD 83,Inland,TCP,3181845,561612,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 021309,"Burial 10, acc. 211A",Burial,Bone collagen,Human,1B,Yes,2657,27,Corrected,2657,27,-15.417586,Measured,0,0,AMS,CAR Animal H275: No raw age given,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-98.37,28.76,San Miguel Mine,41AT232,Beta-233439,"Area A, Feature 1, Unit 5", ,Charred material, ,1A,No,2660,40,Corrected,2660,40,-25.4,Measured,0,0,AMS,No raw age info provided,"Turpin, Jeff, et. al., 2007, Testing of Four Prehistoric Sites in Area C, San Miguel Mine Atascosa County, Texas, Cultural Resources Report 24, TAS, Inc.",Turpin 2007,561612,3181845,14,NAD 83,Inland,TCP,3181845,561612,14,,
-97.69,26.23,Floyd Morris Site,41CF2,Beta-176357,Burial 1,Burial,Bone collagen,Human,1B,Yes,2660,40,Corrected,2660,40,-14.1,Measured,0,0,AMS,Sample 2364 B-13(?),"Terneny, 2005; A Re-Evaluation of Late Prehistoric and Archaic Chronology in the Rio Grande Delta of South Texas.",Terneny2005.pdf,630486,2902014,14,NAD 83,Coastal,TCP,2902014,630486,14,,
-97.88,31.13,Tank Destroyer Site ,41CV1378,Beta-4362,"Feature F-1,  Unit D4, 99.52-99.42m ",,CHARCOAL,,1A,No,2660,25,Corrected,2660,25,-22.7,measured,,,AMS,No raw age provided ,"Boyd, Douglas K., Dockall, John E., Kibler, Karl W., Mehalchick, Gemma, Short, Laura M., 2014, Data Rovery Investigations t the Tank Destroyer Site (41CV1378) at Fort Hood, Coryell County, Texas, Texas Department of Transportation, Environmental Affairs Division",Boyd 2014,607105,3444812,14,NAD 83,Inland,CTx,3444812,607105,14,,
-97.88,31.13,Tank Destroyer ,41CV1378,UGAMS-4362,"Feature 1, 99.52�99.42 m in Unit D4",,Charcoal,,1A,No,2660,25,Corrected,2660,25,-22.7,measured,,,AMS,,CARD March 2020 Database,,607105,3444812,14,NAD 83,Inland,CTx,3444812,607105,14,,
-97.82,31.23,,41CV88,BETA-83258,"Unit #2, Feature #1, Depth 50-60cm",BRMI,CHARCOAL,WHITE OAK,1A,No,2660,50,Corrected,2660,50,-29.1,measured,,,,,Fort Hood Database,,612031,3456172,14,NAD 83,Inland,CTx,3456172,612031,14,,
-98.43,31.12,Hinds Cave ,41LM49,Beta-345272,"Feature BRM 1, 80 cmbs",Burned rock midden ,Sandstone burned rock residues ,,1A,No,2660,30,Corrected,2660,30,-22.8,measured,2620,30,AMS ,2 sigma calibration given: 830-800 BC,"Quigg, J. Michael, Matchen, Paul M., Ricklis, Robert A., Gray, Shannon, Frederick, Charles D., 2014, Eligibility Testing at Three Prehistoric Sites at Lynch Creek, Lampasas County, Texas, Index of Texas Archaeology: Open Access Gray Literature from the Lone Star State",Quigg 2014,554582,3443166,14,NAD 83,Inland,CTx,3443166,554582,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 021313,"Burial 112, acc. 233",Burial,Bone collagen,Human,1B,Yes,2661,27,Corrected,2661,27,-17.415531,Measured,0,0,AMS,CAR Animal H234, No raw age given,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 021303,Burial 112, ,Bone Collagen,Homo sp,1B,Yes,2661,27,Corrected,2661,27,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-94.75,29.83, ,41CH56,UGa-5536, , ,Unknown, ,1A,No,2665,60,Corrected,2665,60,0, ,0,0,Radiometric, ,"Kelly Pertulla database, CARD.  Patterson 1996", ,330492,3300706,15,NAD 83,Coastal,TCP,3300706,330492,15,,
-94.75,29.83, ,41CH56,UGa-5537, , ,Unknown, ,1A,No,2665,55,Corrected,2665,55,0, ,0,0,Radiometric, ,"Kelly Pertulla database, CARD.  Patterson 1996", ,330492,3300706,15,NAD 83,Coastal,TCP,3300706,330492,15,,
-94.75,29.83, ,41CH56,UGa-5540, , ,Unknown, ,1A,No,2680,50,Corrected,2680,50,0, ,0,0,Radiometric, ,"Kelly Pertulla database, CARD.  Patterson 1996", ,330492,3300706,15,NAD 83,Coastal,TCP,3300706,330492,15,,
-98.18,28.52,Loma Sandia,41LK28,Beta-13070,"Feature 11-G, Area A, N18-20 W2-4, L.15", ,Wood charcoal, ,1A,No,2680,80,Raw,0,0,0, ,2680,80, ,Corrected age not given,"Taylor, Anna Jean, Highley, Cheryl Lynn, 1995, Acheological Investigations at the Loma Sandia Site (41LK28) A Prehistoric Cemetery and Campsite in Live Oak County, Texas, Volume 2, Studies in Archeology 20, Texas Archeological Research Laboratory, The Un",Taylor1995,580400,3154909,14,NAD 83,Riverine,TCP,3154909,580400,14,,
-99.45,27.34,The Boiler Site,41WB557,Beta-149761,"Block North, Unit 143, Depth 99-113cmbs, Feature No. 41", ,BR Organics, ,1A,No,2680,40,Corrected,2680,40,-24.6,Measured,2670,40,AMS,Catalog No. 1674-3-1a.�Beta sheets can be found in primary source.�,"Quigg et al, 2002. The Boiler Site (41WB557): Utilization of an Upland Setting Over the Last 4200 Years, Webb County, Texas.",Quigg 2002.pdf,455935,3024172,14,NAD 83,Inland,TCP,3024172,455935,14,,
-97.93,29.89,Spring Lake,41HY160,PRI-10-88-68.1,Unit 11,,Charcoal,Condalia,1A,No,2690,20,Corrected,2690,20,-28.6,measured,,,AMS,,CARD March 2020 Database,,603466,3307482,14,NAD 83,Inland,CTx,3307482,603466,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 035579,Burial No #, ,Bone Collagen,Homo sp,1B,Yes,2693,27,Corrected,2693,27,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-98.45,29.33,,41BX1785,D-AMS 008856,Fea 4,,assume C3,,1A,No,2694,30,Corrected,2694,30,-20,,2735,,,,,,553065,3244174,14,NAD 83,Inland,CTx,3244174,553065,14,,
-97.01,28.71,Morhiss,41VT1,SR-6377,burial 155, ,Bone,"Homo sapiens, collagen",1B,Yes,2695,35,Corrected,2695,35,-17.7,measured,0,0,AMS, ,"Kelly Pertulla database, CARD.  Hard and Katzenburg; 2011; Stable Isotope Study of Hunter-Gatherer-Fisher Diet, Mobility, and Intensification on the Texas Gulf Coast Plain; American Antiquity 76(4)", ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-97.01,28.71,Morhiss Site,41VT1,SR-63-77,"Burial 155, acc. 255",Burial,Bone collagen,Human,1B,Yes,2695,35,Corrected,2695,35,-17.7,Measured,0,0,AMS,No raw age given,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 028399,Burial 27,Burial,Bone Collagen,Homo sp,1B,Yes,2697,27,Corrected,2697,27,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-98.7,29.5,Culebra Creek,41BX126,NSRL-3520,"Unit 1, Level 3, Feature 2",,wood charcoal,,1A,No,2700,50,Corrected,2700,50,-26.7,,2690,,,,,,528775,3263072,14,NAD 83,Inland,CTx,3263072,528775,14,,
-98.27,28.48, ,41LK201,Tx-4672,"Units N500 E996-997, Level 16, Feature 8, Elevation: 97.85-97.75", ,Wood charcoal, ,1A,No,2710,60,Raw,0,0,0, ,2710,60, ,MASCA Correction: 2770-2790,"Highley, Cheryl Lynn, DeMarcay, Gary B., Steele, D. Gentry, 1986, Archaeological Investigations at 41LK201, Choke Canyon Reservoir, Southern Texas, Center for Archaeological Research, The University of Texas at San Antonio, Choke Canyon Series: Volume 11",Highley1986,571232,3151093,14,NAD 83,Riverine,TCP,3151093,571232,14,,
-98.18,28.52,Loma Sandia,41LK28,Beta-13073,"Feature 10, Area Q, S18-20 E5-7, L.14", ,Wood charcoal, ,1A,No,2710,90,Raw,0,0,0, ,2710,90, ,Corrected age not given,"Taylor, Anna Jean, Highley, Cheryl Lynn, 1995, Acheological Investigations at the Loma Sandia Site (41LK28) A Prehistoric Cemetery and Campsite in Live Oak County, Texas, Volume 2, Studies in Archeology 20, Texas Archeological Research Laboratory, The Un",Taylor1995,580400,3154909,14,NAD 83,Riverine,TCP,3154909,580400,14,,
-97.34,27.72,Callo del Oso Site,41NU2,Beta-099305,Test Unit 5,Burial,Wood Charcoal, ,1A,No,2720,50,Corrected,2720,50,0, ,2740,50, ,Dating method likely radiometric,"Ricklis; 1997; Archaeological Testing at the Callo del Oso Site, 41NU2, Nueces County, Tx; Coastal Archaeological Research, Inc, Corpus Christi, Texas","Ricklis, 1997.pdf",663989,3066946,14,NAD 83,Coastal,TCP,3066946,663989,14,,
-97.4,27.64,Oso Dune,41NU37,Tx-6087,"Main burial pit, Area 5, adult male", ,Bone,Homo sapiens,1B,Yes,2720,70,Raw,0,0,0, ,2720,70,Radiometric, ,"Kelly Pertulla database, CARD.  Cox and deFrance 1997", ,657616,3058282,14,NAD 83,Coastal,TCP,3058282,657616,14,,
-99.23,30.76,,41MS99,Beta-417727,Feature 25,,Charcoal,,1A,No,2730,30,Corrected,2730,30,,,2750,30,AMS,,,,477784,3402563,14,NAD 83,Inland,CTx,3402563,477784,14,,
-99.79,29.23,Two-Mile Waterhole site,41UV351,UGA-12399,"Level 5, Feature 4, Test pit 9, 40-50 level cm", ,Charcoal, ,1A,No,2730,40,Corrected,2730,40,-25.8,Measured,2740,40, ,Sample ID: TP9-E7,"Budd, Jon, Goode, Glenn, 2006, Archeological Testing at the Two-Mile Waterhole Site, 41UV351: Farm to Market Road 2369. Uvalde County, Texas, Volume 06, No. 1, Texas Department of Transportation Environmental Affairs Division",Budd 2006,423593,3234126,14,NAD 83,Inland,CTx,3234126,423593,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 029405,Burial 146,Burial,Bone Collagen,Homo sp,1B,Yes,2731,26,Corrected,2731,26,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-94.72,29.88, ,41CH63,UGa-5844, , ,Unknown, ,1A,No,2732,67,Corrected,2732,67,0, ,0,0,Radiometric, ,"Kelly Pertulla database, CARD.  Patterson 1996", ,333964,3306314,15,NAD 83,Coastal,TCP,3306314,333964,15,,
-99.44,27.48,The Lino Site,41WB446,Beta-121863,"Unit E2, 110-120cmbs", ,Charcoal,Inderter,1A,No,2740,50,Corrected,2740,50,-24.9,Measured,2740,50,Radiometric,Catalog no. 5478-4,"Quigg et al, 2000. The Lino Site: A Sratified Late Archaic Campsite in a Terrace of the San Idelfonzo Creek, Webb County, Southern Texas.",Quigg 2000-2.pdf,456733,3039964,14,NAD 83,Inland,TCP,3039964,456733,14,,
-98.35,29.71,Hitzfelder Cave,41BX26,D-AMS-1206-114,,,bone collagen,,1B,Yes,2747,33,Corrected,2747,33,-14.1,,2775,,,,,,562545,3287282,14,NAD 83,Inland,CTx,3287282,562545,14,,
-98.38,28.71,Camber site,41AT168,Beta-178641,"C-3, 20-30 cm below surface",Midden,Charred material, ,1A,No,2750,40,Corrected,2750,40,-24.8,measured,2750,40,AMS, ,"Turpin, Jeff, 2004, Variations on a Theme: Burned Clay Midddens in South Central Texas Data Recovery at 41AT168, the Camber Site, Cultural Resources Report 19, TAS, Inc.",Turpin 2004,560742,3176211,14,NAD 83,Inland,TCP,3176211,560742,14,,
-98.7,29.5,Culebra Creek,41BX126,NSRL-3527,"Unit 11, Level 6",,wood charcoal,,1A,No,2750,50,Corrected,2750,50,-26.6,,2730,,,,,,528775,3263072,14,NAD 83,Inland,CTx,3263072,528775,14,,
-98.5,29.56,Panther Springs Creek,41BX228,TX-3852,Backhoe Trench 4 Midden 2 16-20cmbs,,charred material,,1A,No,2750,60,Corrected,2750,60,,,2660,,,,,,547984,3270358,14,NAD 83,Inland,CTx,3270358,547984,14,,
-97.85,31.21,,41CV984,BETA-102093,"Unit #1, Feature #2, Depth 40-50cm",BRMO,CHARCOAL,,1A,No,2750,40,Corrected,2750,40,-23.4,measured,,,AMS,,Fort Hood Database,,609783,3453981,14,NAD 83,Inland,CTx,3453981,609783,14,,
-94.73,29.87, ,41CH274,UGa-5804, , ,Unknown, ,1A,No,2768,57,Corrected,2768,57,0, ,0,0,Radiometric, ,"Kelly Pertulla database, CARD.  Patterson 1996", ,332490,3305523,15,NAD 83,Coastal,TCP,3305523,332490,15,,
